,AAPL US Equity,MSFT US Equity,NVDA US Equity,AVGO US Equity,AMZN US Equity,META US Equity,TSLA US Equity,GOOGL US Equity,GOOG US Equity,COST US Equity,NFLX US Equity,AMD US Equity,ADBE US Equity,PEP US Equity,LIN US Equity,QCOM US Equity,TMUS US Equity,CSCO US Equity,TXN US Equity,AMAT US Equity,INTU US Equity,AMGN US Equity,CMCSA US Equity,INTC US Equity,ISRG US Equity,HON US Equity,BKNG US Equity,MU US Equity,VRTX US Equity,LRCX US Equity,ADI US Equity,REGN US Equity,KLAC US Equity,PANW US Equity,ADP US Equity,GILD US Equity,MDLZ US Equity,PDD US Equity,SNPS US Equity,ASML US Equity,SBUX US Equity,MELI US Equity,CRWD US Equity,CTAS US Equity,CDNS US Equity,NXPI US Equity,MAR US Equity,CSX US Equity,ABNB US Equity,PYPL US Equity,ROP US Equity,ORLY US Equity,MRVL US Equity,CEG US Equity,PCAR US Equity,MNST US Equity,ADSK US Equity,CPRT US Equity,AEP US Equity,MCHP US Equity,WDAY US Equity,ROST US Equity,MRNA US Equity,CHTR US Equity,AZN US Equity,KDP US Equity,PAYX US Equity,FTNT US Equity,DXCM US Equity,TTD US Equity,ODFL US Equity,KHC US Equity,VRSK US Equity,FAST US Equity,EA US Equity,IDXX US Equity,DASH US Equity,CTSH US Equity,FANG US Equity,GEHC US Equity,DDOG US Equity,EXC US Equity,BKR US Equity,LULU US Equity,CCEP US Equity,BIIB US Equity,ON US Equity,GFS US Equity,CDW US Equity,XEL US Equity,CSGP US Equity,ZS US Equity,TEAM US Equity,ANSS US Equity,TTWO US Equity,DLTR US Equity,WBD US Equity,ARM US Equity,ILMN US Equity,MDB US Equity,WBA US Equity,IXIC Index
2022-07-14,148.47,254.08,15.372,48.464,110.63,158.05,238.3133,110.367,111.44,511.94,174.78,78.6,372.96,170.98,269.01,141.9,135.66,42.7134,157.85,91.67,380.505,245.59,39.8483,37.71,204.31,169.51,1673.91,59.4654,286.15,419.32,153.31,598.86,319.09,163.333,211.2,61.81,60.88,54.7,305.02,456.9,78.2,655.69,172.75,387.13,154.02,159.82,140.78,28.18,91.05,69.55,388.738,673.78,47.1707,57.92,52.72,48.875,170.96,28.265,94.27,60.93,137.92,76.97,159.92,468.75,65.08,36.5828,113.14,57.64,76.5,41.21,125.45,38.76,175.93,47.34,122.29,366.06,69.33,64.46,106.71,,93.78,44.15,26.34,278.99,49.49,214.27,54.05,44.42,158.77,69.31,57.94,146.06,184.98,234.4,122.74,168.76,13.63,,172.238,278.91,36.86,13918.8
2022-07-15,150.17,256.72,15.762,49.446,113.55,164.7,240.0667,111.778,112.767,522.95,189.11,81.11,379.86,171.12,276.98,144.37,137.37,43.4601,160.54,94.47,393.617,248.69,41.1773,38.62,210.92,172.8,1698.59,61.6496,292.84,427.13,157.97,607.54,326.23,169.653,214.13,62.6,60.74,54.71,314.3,475.63,79.62,689.99,177.9,388.28,157,163.98,143.35,28.86,94.66,73.91,395.759,683.2,48.2821,55.66,53.3667,48.575,176.21,28.9975,95.22,62.38,140.71,77.98,166.91,476.6,67.36,36.8241,115,60.22,79.14,43.1,127.655,38.01,178.83,48.04,123.16,370.14,70.1,65.86,109.14,,93.6,44.23,26.68,286.41,49.65,217.01,56.07,45.97,161.51,69.96,59.91,149.32,188.89,240.79,123.85,167.96,13.96,,183.881,277.47,38.03,14173.35
2022-07-18,147.07,254.25,16.101,49.106,113.76,167.23,240.5467,109.03,109.91,516.3,190.92,81.43,375.23,168.26,277.13,141.69,134.47,42.9858,159.67,93.14,388.899,243.84,40.8148,38.71,206.26,170.95,1738.79,60.5675,286.06,423.16,155.25,586.7,329.49,168.613,211.31,60.9,60.06,55.12,310.43,473.48,80.23,691.84,177.25,378.93,155.06,161.92,144.59,28.83,97.67,74.13,392.444,672.74,48.6826,54.81,53.54,47.51,177.22,29.075,93.37,61.75,138.74,79.12,163.4,474.01,66.37,36.3516,114.59,58,76.99,43.62,130.75,38.43,175.5,47.89,123.62,360.6,72.44,65.1,112.52,,91.04,43.76,27.16,284.64,49.5,214.34,54.95,45.09,159.67,68.55,59.08,150.82,187.97,236.93,123.65,169.5,13.88,,182.015,281.17,38.32,14047.84
2022-07-19,151,259.53,16.992,50.9,118.21,175.78,245.53,113.81,114.62,520.23,201.63,85.88,387.83,170.06,285.75,147.37,137.52,44.4287,164.64,98.23,404.535,247.32,41.59,40.22,214.44,177.23,1834.8,62.5213,289.6,446.94,161.45,595.73,345.58,171.2,218.95,62.12,61.42,54.95,323.51,498.36,82.55,724.75,180.55,386.69,161.58,170.43,150.92,29.72,102.2,77.74,404.753,689.32,52.1471,55,56.0267,48.13,184.76,30.3525,93.59,64.52,141.84,81.17,167.14,482.95,68.16,36.6733,119.17,59.2,80.64,46.02,135.325,38.74,180,48.5,126.75,377.1,73.74,67.42,116.54,,92.96,43.7,28.22,296.34,51.39,220.26,58.78,46.85,167.53,68.86,61.13,155.84,191.59,247.86,126.97,170.21,14.25,,189.158,284.32,38.6,14487.72
2022-07-20,153.04,262.27,17.807,51.177,122.77,183.09,247.5,113.9,114.7,524.2,216.44,89.43,401.49,168.26,283.14,151.71,137.45,44.5297,165.33,102.23,421.153,246.63,42.1035,40.56,219.22,178.26,1834.8,63.4231,285.5,465.1,163.12,594.59,356.45,168.067,216.05,61.55,61.45,53.43,330.7,514.42,83.27,779.68,184.3,392.09,164.02,176.48,152.6,29.73,107.73,80.24,409.009,689.96,53.7491,54.07,56.2267,48.2,196.38,30.5575,92.71,65.55,147.3,82.48,166.89,483.2,65.79,36.5024,120.3,59.64,82.185,49.78,138.31,38.26,181.87,48.49,127.59,383.81,77.17,68.12,118.77,,100.88,43.1,25.89,302.79,50.26,207.49,60.09,48.52,169.21,67.6,62.3,162.95,213.04,257.08,130.01,173.32,14.44,,195.008,307.57,38.92,14712.74
2022-07-21,155.35,264.84,18.05,51.768,124.63,183.17,271.7067,114.34,115.04,529.46,223.88,91.09,408.91,168.51,287.03,155.86,133.19,44.9837,166.54,103.84,435.427,245.78,42.5565,40.61,224.75,180.03,1829.41,63.7638,283.11,476.13,165.19,592.44,360.54,171.447,218.09,61.01,61.35,55.8,338.66,542.27,83.54,789.2,189,399.99,168.75,179.95,151,30.99,108.14,82.75,413.366,685.86,54.6403,54.16,56.3333,47.885,199.1,30.93,92.79,66.2,149.78,83.61,168.89,492.74,65.36,36.4722,122.05,61.86,83.99,50.99,141.09,37.95,184.71,48.76,130.21,398.35,77.61,68.98,115.97,,101.23,43.26,24.92,307.36,51.87,214.06,61.17,48.66,171.25,67.7,62.59,164.64,214.18,260.17,132.27,171.68,14.51,,201.17,317.93,38.46,14925.31
2022-07-22,154.09,260.36,17.319,51.252,122.42,169.27,272.2433,107.9,108.36,529.72,220.44,88.1,401.9,169.61,285.54,153.7,132.48,44.8626,163.9,101.67,435.467,245.95,42.8888,39.2,211.85,181.47,1809.88,61.4092,280.29,463.99,163.27,586.11,354.02,170.39,220.34,60.8,61.99,54.38,338.04,534.26,83.59,763.92,183.53,396.73,167.71,175.14,150.91,30.89,103.97,81.05,411.553,688.2,52.087,54,56.4867,47.535,195.95,30.4925,94.35,64.72,148,83.24,163.52,485.7,65.25,36.623,122.44,61.23,83.78,47.27,139.48,38.32,184.78,48.46,130.16,393.51,73.45,69.1,113.43,,93.79,44.02,24.08,304.5,51.5,206.25,59.42,48.16,170.1,68.67,61.81,159.93,202.27,260.17,130.41,172.01,14.65,,196.009,301.61,38.66,14661.63
2022-07-25,152.95,258.83,17.024,51.311,121.14,166.65,268.4333,107.51,108.21,529.14,218.51,87.54,391.96,169.85,288.09,153.25,134.56,44.7416,163.2,101,426.912,248.72,42.7579,39.16,219.17,181.26,1834.67,60.267,283.68,457.45,163.04,587.28,350.6,168.423,218.38,60.75,62.76,56.21,337.67,538.97,81.5,762.78,182.62,396.67,167.66,174.13,152.99,31.35,104.95,81.65,414.017,685.2,50.7753,54.96,57.3533,47.92,195.71,30.2125,95.8,64.6,145.44,82.63,165.69,478.98,66.16,36.9548,121.52,61,82.6,46.56,137.775,38.38,182.77,48.3,129.92,375.56,71.76,68.22,119.99,,90.49,44.42,24.4,301.32,52.56,207.57,59.34,46.35,170.44,69.46,61.59,156.09,196.05,257.92,130.77,168.42,14.66,,193.891,289.43,38.75,14581.14
2022-07-26,151.6,251.9,16.533,51.109,114.81,159.15,258.86,105.02,105.44,511.93,213.91,85.25,379.26,171.83,286.62,149.97,133.91,44.2269,160.84,98.91,414.912,251.14,43.0096,38.96,216.79,181.42,1795.8,59.776,288.22,447.23,161.78,582.56,345.91,155.073,217.91,60.62,62.94,55.16,339.41,524.17,80.31,727.79,169.17,397.83,170.75,174.46,151.04,31.16,101.91,77.04,411.874,675.35,49.5437,55.5,57.98,47.945,193.07,29.9125,96.42,63.49,140.91,77.96,160.9,479.01,66.72,37.2664,121.23,56.26,82.7,42.73,136.55,38.64,183.01,48.02,130.75,377,68.7,68.07,118.28,,85.72,44.7,24.3,283.41,52.68,210.85,58.25,46.13,170.1,70.21,60.7,141.95,187.61,253.75,131.1,157.82,14.43,,193.677,266.7,38.85,14295.72
2022-07-27,156.79,268.74,17.79,52.779,120.97,169.58,274.82,113.06,113.6,522.31,226.75,89.82,392.78,171.59,290.45,153.42,140.91,45.0443,171.54,103.46,433.884,251.72,43.664,40.18,225.34,183.66,1877.58,62.0103,286.99,467.66,168.33,587.91,361.14,159.36,234.04,60.9,63.63,54.99,353.54,546.18,82.96,791.67,176.96,409.23,176.62,181.42,157.6,31.83,107.36,86.42,418.934,689.4,53.0582,55.53,59.38,48.695,203.41,30.7075,96.29,66.67,150.1,80.27,158.02,475.94,67.49,37.3066,125.41,57.93,85.8,46.63,136.74,36.34,184.53,48.5937,132.18,385.96,71.42,70.3,123.29,,94.06,44.46,25.06,295.57,53.05,212.92,62.51,47.43,174.8,70.25,69.68,148.71,197.28,265.12,130.58,161.13,15.15,,201.335,289.92,39.22,14904.33
2022-07-28,157.35,276.41,17.984,53.361,122.28,160.72,280.9,114.22,114.59,537.08,226.02,91.67,403.5,174.84,296.93,146.45,141.7,46.0331,175.75,105.16,449.34,249.75,39.6772,39.71,230.54,190.44,1912.93,62.1907,280.82,484.94,169.67,582.37,369.98,164.07,239.48,60.4,64.2,50.91,362.64,560.71,84.67,803.75,182.09,420.02,183.62,183.12,158.09,31.71,108.84,85.86,436.361,707.01,53.8392,64.59,60.6533,49.455,212.16,31.4425,97.62,67.37,152.81,81.4,158.07,435.58,66.72,38.704,128.27,59.4,86.99,47.13,146.58,37.19,188.51,50.2242,133.18,398.56,70.07,66.83,123.61,,95.72,46.27,24.98,303.85,53.78,214.2,64.56,47.4,178.15,72.21,70.92,153.06,204.85,276.395,130.35,163.34,15.59,,207.73,297.01,39.44,15042.52
2022-07-29,162.51,280.74,18.163,53.548,134.95,159.1,297.15,116.32,116.64,542.209,224.9,94.47,410.12,174.96,302,145.06,143.06,45.7809,180.04,105.98,456.933,247.47,37.7743,36.31,230.17,192.46,1935.69,61.9803,280.41,500.51,171.96,581.69,383.54,166.367,241.12,59.75,64.04,49.01,367.5,574.44,84.78,813.71,183.6,425.49,186.08,183.88,158.82,32.33,110.98,86.53,437.343,703.59,55.7517,66.1,61.0133,49.81,216.32,32.025,98.56,68.86,155.1,81.26,164.09,432.1,66.23,38.9452,128.28,59.65,82.08,45,151.755,36.83,190.25,51.6937,131.23,399.18,69.75,67.96,128.02,,102.01,46.49,25.69,310.51,54.12,215.06,66.78,51.48,181.53,73.18,72.59,155.06,209.32,278.99,132.73,165.36,15,,210.577,312.47,39.62,15316.04
2022-08-01,161.51,278.01,18.441,53.637,135.39,159.93,297.2767,114.86,115.48,547.728,226.21,96.78,411.09,176.95,300.07,147.43,143.79,45.6901,179.9494,106.4,449.21,245.64,37.7643,36.96,228.54,191.99,1906.67,62.6616,273.83,502.8,171.46,576.68,385.64,169.22,241.32,59.6,64.89,47.69,370.01,578.15,84.91,813.97,183.3,423.93,185.04,184.5,159.57,32.6,111.2,88.565,433.056,708.99,55.4012,65.3,60.5533,49.245,218.14,32.215,99.1,69.16,155.58,82.3,161.51,426.56,65.65,39.1161,126.58,60.06,83.83,45.43,151.895,37.43,189.02,51.8749,130.87,398.13,72.03,67.62,125.92,,103.45,46.11,24.66,310.01,54.09,209.26,63.66,54.54,181.51,73.19,71.16,153.5,210.59,279.21,127.56,166.69,15.4,,209.537,318.02,39.89,15307.54
2022-08-02,160.01,274.82,18.526,53.121,134.16,160.19,300.5867,115.13,115.9,544.372,221.42,99.29,409.96,175.49,297.64,147.03,142.35,45.3268,178.3593,104.99,447.717,243.91,37.9354,36.01,238.48,189.12,1956.3,62.5915,273.86,502.65,170.77,574.96,382.69,170.23,240.62,59.54,64.76,48.98,368.36,565.6,83.71,837.59,188.14,422.76,183.45,180.47,158.24,32.15,116.34,89.63,426.957,708.47,55.7817,65.84,60.1533,48.45,216.18,32.0225,98.46,69.27,155.06,79.83,160.81,437.65,65.26,38.7643,126.36,60.37,88.3,47.7,147.08,37.09,188.98,51.4119,128.89,398.93,75.74,67.57,127.54,,106.37,45.83,25.42,305.7,53.48,209.15,65.59,52.75,180.33,73.45,70.99,157.78,214.21,276.1,126.66,164.75,16,,212.968,323.8,39.05,15261.19
2022-08-03,166.13,282.47,18.893,54.674,139.52,168.8,307.3967,118.08,118.78,547.928,226.73,98.09,424.54,176.83,300.06,149.16,143.7,46.124,184.6494,109.01,466.529,247.14,38.7408,36.52,242.18,191.5,1966.48,64.3749,275.03,524.69,176.36,608.77,395.93,176.357,244.32,62.27,65.13,49.65,370.84,583.86,87.27,890.87,195.32,426.07,181.95,185.55,159.34,32.5,115.02,97.92,430.472,705.37,58.295,67.17,60.56,48.025,218.44,32.56,99.59,73.22,160.36,84.58,186.49,452.18,65.32,39.3072,128.97,62.88,90.39,50.03,147.85,37.34,197.38,52.1567,133.28,406.87,79.5,68.73,121.38,,112.42,44.31,25.23,315.38,54.29,213.6,68.83,54.09,181.96,74.31,72.52,165.29,225.14,282.14,129.81,165.09,16.71,,216.816,339.31,39.19,15677.16
2022-08-04,165.81,283.65,19.215,55.28,142.57,170.57,308.6333,118.19,118.87,544.192,229.91,103.91,430.59,175.87,302.24,151.01,143.79,45.791,186.0987,111.06,467.079,246.98,39.1939,36.025,242.46,192.44,1947.25,64.9761,274.85,531.85,176.96,614.96,397.4,167.233,243.99,61.91,64.25,51.26,372.29,589.6465,86.88,1034.83,189.24,427.19,185.58,184.26,158.99,32.83,119.22,96.98,431.514,706.92,57.4238,67.46,60.5867,48.18,221.94,32.585,99.95,72.76,162.54,83.76,194.18,459.45,66.29,38.8849,128.57,52.61,89.54,50.46,149.54,37.03,199.28,52.6298,133.24,405.02,81.36,68.74,116.45,,110.49,45.06,23.71,316.4,53.42,217.3,68.05,53.63,180.02,74.56,72.87,161.99,230.41,292.63,127.39,162.16,17.48,,218.935,340.88,38.98,15747.69
2022-08-05,165.58,282.91,18.989,55.144,140.8,167.11,288.17,117.47,118.22,541.578,226.78,102.31,433.43,174.55,301.97,150.21,144.56,45.4176,185.4848,109.62,469.774,246.25,38.5294,35.7522,240.32,192.27,1924.97,62.5815,288.03,519.97,177.25,613.61,395.74,167.123,247.2,61.09,63.77,50.25,374.29,578.4741,85.73,1024.81,191.17,423.61,186.55,181.66,157.01,33.11,117.11,95.32,432.585,709.01,57.0133,74.3,60.7533,45.69,221.7,32.305,99.46,71.46,161.71,84.23,186.84,462.98,66.03,38.9251,129.55,53.39,89.09,52.78,151.585,37.57,198.38,53.294,132.56,407.78,80.29,68.72,121.37,,113.29,44.77,24.06,317.8,51.99,218.2,67.63,53.09,179.69,73.8,72.87,163.42,268.59,285.48,127.16,164.97,14.59,,217.467,356.84,38.99,15628.31
2022-08-08,165.099,280.32,17.793,54.553,139.41,170.25,290.4233,117.3,118.14,542.81,233.49,100.07,434.34,173.85,300.98,147.81,144.58,45.4277,183.9751,107.83,467.54,247.29,38.8516,35.7421,239.13,193.97,1955.8,61.5695,293.95,509.54,175.86,630.63,387.68,167.023,248.61,61.6,63.94,47.67,372.07,573.9049,85.72,1024.25,189.52,425.61,184.33,179.96,158.27,32.82,115.82,96.26,431.674,712.27,55.6616,75.89,61.06,44.715,220.69,32.2575,100.08,70.9,166.8,85.31,182.94,464.05,65.12,38.9855,130.9,53.32,91.4,54.97,153.455,37.79,199.03,54.0187,131.05,407,75.54,68.82,123.14,,112.98,44.98,24.45,316.24,51.86,217.56,67.34,59.19,178.58,73.9,72.87,168.15,279.35,282.65,125.51,166.29,14.02,,216.7,363.71,39.48,15570.88
2022-08-09,165.149,282.3,17.086,53.28,137.83,168.53,283.3333,116.63,117.5,536.719,229.94,95.54,426.57,174.5,300.67,142.51,145.58,45.3268,178.8524,99.66,462.842,248.36,38.4187,34.8733,232.88,194.09,1957.21,59.265,298.83,469.4,170.37,622.15,358.32,166.79,249.8,62,63.93,47.33,372.61,542.2011,84.84,995.5,186.78,424.73,184.61,171.04,158.79,32.67,114.44,94.48,429.491,717.02,51.326,75.72,60.9133,44.405,218.14,31.6025,101.35,68,166.43,84.46,171.14,452.5,65.89,39.3172,130.9,52.19,85.12,54.5,150.96,38.4,198.76,53.6463,129.28,388.6,73.03,68.11,124.54,,109.76,45.4,24.0269,306.55,52.12,217.59,63.08,55.67,172.52,74.82,72.89,163.41,278.86,279.23,120.76,168.95,13.1,,208.75,358.18,39.13,15392.72
2022-08-10,169.475,289.16,18.097,55.041,142.69,178.34,294.3567,119.7,120.65,540.726,244.11,99.05,438.4,175.94,309.4,146.99,144.84,46.4368,184.2972,105.05,478.889,252.09,39.2241,35.732,237.85,197.23,2023.69,61.5194,295.77,494.95,175.08,641.49,374.51,173.947,252.47,63.14,64.47,47.26,375.71,567.1914,86.49,1064.23,200.8,431.78,186.34,179.97,161.24,34.06,118.73,98.91,439.356,719.83,55.0608,77.12,62.1667,44.91,226.32,32.1875,102.126,70.69,171.33,86.18,174.27,462.69,66.3,39.9103,133.63,53.89,89.73,74.24,157.69,38.63,202.15,54.7837,131.16,400.29,80.6,69.04,126.04,,117.76,45.53,24.5306,319.26,52.85,221.04,66.2,57.7,176.01,75.11,74.73,180.41,286.19,287.2,123.79,165.97,13.1,,220.898,380.31,39.9,15831.1
2022-08-11,168.724,287.02,17.942,54.543,140.64,177.49,286.63,118.84,119.82,533.093,242.7,98.12,434.89,175.04,305.87,147.83,143.61,46.3157,183.2304,105.53,479.57,248.35,39.6671,35.9543,236.02,199.49,2063.76,62.4412,292.16,497.46,174.55,623.9,372.75,172.17,250.23,62.45,64.29,49.62,377.01,563.544,87.76,1032.47,198.06,429.64,186.35,180.38,161.13,34.16,121.5,99.11,434.368,719.41,53.7792,78.83,62,44.65,227.26,32.1275,101.9849,71.37,166.08,88.15,171.81,466.19,65.105,39.2267,132.8554,52.52,88.24,71.59,157.695,38.73,200.9,54.9145,129.68,396.68,77.89,68.72,132.78,,114.78,45.7,25.4675,316.98,53.38,218.22,66.36,58.05,175.71,74.61,73.86,178.71,275.8,280.14,120.67,165.37,13.68,,221.034,368.76,40.07,15730.86
2022-08-12,172.339,291.91,18.709,55.823,143.55,180.5,300.03,121.68,122.65,538.112,249.3,100.83,445.67,177.33,311.55,151.29,146.46,47.0321,186.5717,110.38,487.473,248.39,40.2712,36.4796,238.37,201.8617,2120.98,65.1665,294.52,518.59,179.26,628.71,382.5,175.627,256.78,62.96,64.2,48.8,385.44,577.1213,88.8058,1081.08,200.87,435.39,188.83,187.47,164.07,34.35,124.51,101.1,439.777,731.59,55.4313,81.641,62.4867,45.01,233.01,32.4925,104.5849,73.71,176.23,90.12,171.18,478.12,67.109,39.5082,136.4165,54.29,89.83,74.49,157.155,38.67,202.87,56.1424,131.37,396.43,77.37,69.78,133.13,,115.72,46.5075,26.2029,321.69,54.53,220.99,71.16,64.95,180.27,75.96,75.06,182.64,283.25,284.57,123.14,166.76,13.68,,202.457,379.1,40.59,16055.88
2022-08-15,173.431,293.47,19.032,55.896,143.18,180.89,309.32,122.08,122.88,546.666,249.11,101.01,451.02,179.28,312.21,152.13,146.69,47.0119,186.5918,109.78,490.048,251.08,40.845,36.712,238.26,203.2485,2129.76,64.8258,305.53,517.29,179.89,643.29,385.6306,175.923,259.71,66.21,65.18,51.13,390.45,576.0993,89.6606,1082.66,201.82,440.193,193.09,187.57,163.18,34.14,126.04,101.51,440.087,737.96,55.5514,81.3405,62.8267,45.895,234.04,32.855,105.3709,74.28,179.55,90.16,176.78,480.92,67.2802,40.1617,138.9716,54.08,92.295,75.41,156.145,38.56,205.67,56.4746,131.6,390.85,77.76,69.7,130.98,,116.2,47.0414,25.4876,330.34,54.91,222.38,71.24,63.23,181.67,76.69,75.39,181.71,288.47,286.36,127.39,165.93,13.12,,220.208,375.92,41.07,16175.79
2022-08-16,173.271,292.71,18.879,55.165,144.78,179.47,306.5633,121.7,122.51,553.948,245.69,100.2,447.56,180.32,312.29,150.03,146.63,47.1936,184.5387,108.49,488.996,253.15,40.6336,36.5604,233.71,204.6755,2151.34,63.9842,303,510.36,179.04,648.7,382.0284,174.85,260.04,66.33,65.96,49.34,385.67,567.8226,89.902,1053.75,200.41,438.969,192.63,185.85,166.24,34.44,124.18,102.08,437.002,742.59,54.42,81.5408,63.4133,46.14,233.64,32.9075,105.2702,74.09,177.79,92.64,167.96,482.83,67.2097,40.2923,139.1325,52.94,90.79,73.74,155.035,38.83,204.49,56.4142,135.11,382.24,73.57,69.94,128.5842,,113.54,47.0313,25.2459,331.7,55.28,219.64,70.71,63.96,183.55,77.01,75.13,178.6,289.36,283.72,136.59,168.22,13.69,,213.638,374.42,42.04,16138.1
2022-08-17,174.793,291.94,18.335,53.859,142.1,174.85,303.9967,119.55,120.32,557.254,241.15,98.27,437.82,180.22,309.46,148.53,145.55,47.0826,177.846,106,479.099,252.52,39.5261,36.1462,229.71,203.7811,2129.65,61.7398,299.23,497.56,170.13,636.34,376.3692,171.503,260.69,66.02,65.51,47.51,381,558.4037,88.8461,997.9,196.89,440.263,191,180.22,163.87,34.48,121.87,99.42,434.669,743.76,52.7178,79.8379,62.5703,45.755,228.2,32.5325,105.1392,71.69,175.89,92.82,158,465.28,66.8875,40.2622,139.4444,51.93,88.14,70.17,151.61,38.2,203.56,56.0619,133.17,374.01,68.18,68.9,128.7685,,110.02,46.5881,24.9336,329.8,54.21,217.58,68.29,61.47,182.62,76.93,73.5,174.35,284.26,279.99,133,168.18,13.26,,207.02,361.68,40.87,15948.63
2022-08-18,174.392,290.7876,18.773,55.845,142.3,174.66,302.87,120.17,120.86,561.902,245.17,100.44,439.03,180.4,310.17,151.38,146.86,49.8171,179.6072,108.27,478.554,251.633,38.8717,36.5705,229.59,204.7257,2144.73,63.1025,294.29,503.15,170.13,624.83,383.3228,172.617,260.94,65.18,65.55,46.83,373.32,562.4318,89.0472,977.52,195.76,441.606,190.73,182.76,165.3527,34.35,121.27,99.86,434.418,736.72,54.6202,81.7412,63.0387,45.63,228.86,32.5975,105.1795,72.991,173.13,92,150,458.07,66.968,40.2421,139.9876,52.27,87.53,69.12,151.655,38.26,203.93,56.1626,132.47,374.75,66.7,69.4,133.171,,109.45,46.6485,25.1753,333.42,54.07,216.34,73.25,64.15,187.11,76.99,73.5,175.31,283.37,279.88,130.47,168.05,13.19,,203.172,353.53,38.72,15991.15
2022-08-19,171.759,286.759,17.849,54.843,138.23,167.96,296.6667,117.21,118.12,555.461,241.16,95.95,425.055,180.17,303.75,147.6,146.37,49.141,177.5843,104.63,464.726,252.802,38.9422,35.7421,224.78,202.5551,2086.92,60.6277,299.04,476.79,168,618.36,373.078,171.17,259.82,65.34,65.36,45.76,363,546.3594,87.408,909.76,190.52,437.676,188.04,180.33,161.676,33.83,114.76,96.56,433.988,736.55,53.2084,80.9799,62.2425,45.295,222.59,32.06,105.7539,71.1333,168.18,91.01,146.1,454.46,67.6427,40.1717,139.3136,51.29,85.11,65.69,148.52,38.53,200.57,55.5687,130.48,373.74,64.99,68.8679,133.4986,,105.73,46.4773,25.3466,322.47,53.75,214.09,72.53,61.2,188.37,76.94,71.74,166.22,269.34,271.62,127.74,167.68,13.73,,197.039,337.07,38.6997,15679.65
2022-08-22,167.803,278.3411,17.034,52.875,133.22,163.05,289.9133,114.24,115.07,546.386,226.54,92.84,411.35,178.45,295.79,141.61,144.58,48.1421,172.5421,100.81,446.866,248.812,37.875,34.1864,218.54,198.8167,1972.67,58.4234,293.84,457.57,163.84,612.1,361.027,169.35,256.38,64.36,64.51,47.93,358.1,521.1186,85.427,878.09,185.88,431.43,184.9,172.52,158.2096,33.56,111.39,93.58,422.78,724.38,50.9956,79.7878,60.5364,44.795,216.4,31.19,104.212,68.372,160.85,88.11,142.47,438.51,67.7132,39.6892,136.7484,50.32,84.3,63.94,145.955,38.41,198.23,54.0087,128.12,358.4,63.33,67.1713,134.3075,,101.85,45.6815,25.4574,315.22,51.97,207.7,68.8,59.04,185.11,76.2,71.57,163,258.47,262.76,125.32,167.42,12.71,,190.071,329.76,37.7783,15262.45
2022-08-23,167.463,277.0283,17.181,52.978,133.62,161.11,296.4533,113.86,114.77,542.98,224.55,92.49,410.41,178.37,294.18,140.72,143.86,47.8394,173.6291,101.93,450.311,246.363,37.4924,34.2975,216.81,198.5253,1992.83,57.9725,286.25,463.97,164.41,602.53,363.6861,189.837,255.77,63.68,63.72,50.51,359,526.8101,85.1655,887.04,192.36,429.144,183.25,173.94,158.931,33.63,111.6,93.2,417.372,720.09,51.6464,79.888,60.6367,45.08,213.63,31.0675,103.4965,69.4062,157.66,87.96,143.78,432.06,66.8975,39.6992,135.8028,50.59,83.63,63.39,145.975,38.72,194.46,53.133,126.73,356.91,63.62,66.2779,138.3414,,102.99,45.3995,26.2936,315.93,52.41,202.81,71.25,59.86,184.87,75.35,71.44,165.35,258.28,259.36,124.36,166.11,12.79,,189.352,326.26,37.91,15252.09
2022-08-24,167.763,276.3769,17.222,53.084,133.8,163.26,297.0967,113.69,114.7,544.132,229.61,92.73,405.65,179.26,293.13,141.31,145.33,47.4963,173.2969,101.735,466.549,246.383,37.3616,34.2066,220.47,198.7664,1990.96,58.4234,291.03,463.01,163.65,602.79,363.9068,188.27,256.14,63.62,64.6,53.21,358.75,526.4995,86.5331,898,194.62,430.256,182.99,173.01,160.2233,33.62,114.51,93.76,419.265,711.21,52.3073,80.509,61.2121,45.215,214.43,31.1575,103.4562,68.8037,160.38,90.56,141.43,429.18,68.116,39.8199,135.8833,50.16,85.92,63.9,145.685,38.91,194.68,53.3544,125.61,360.55,64.12,66.2377,139.9079,,105.3,45.8225,26.6663,317.84,52.07,201.78,72.03,60.4,184.9,75.41,71.05,165.65,258.66,260.46,123.3,165.98,13.52,,204.814,338.6,37.2315,15295.22
2022-08-25,170.267,279.4435,17.913,55.013,137.28,168.78,296.07,116.65,117.7,551.694,233.98,97.18,403.93,179.27,297.12,146.25,147.07,47.6981,178.4498,105.269,466.629,247.582,37.8549,35.2471,225.02,201.4195,2008.54,61.319,291.22,478.19,167.07,603.8,378.0047,191.86,258.21,63.59,64.46,59.83,363.26,540.8283,87.8807,919.18,202.94,434.478,184.8,179.02,162.9683,33.98,117.03,96.72,425.274,713.73,55.1609,82.8831,61.8544,45.59,220.15,31.5575,104.1818,70.8723,162.36,90.91,142.05,438.54,68.7404,39.9003,134.8573,50.87,88.37,66.23,150.455,39.01,195.31,53.6665,127.61,371.21,64.95,67.2918,139.5291,,110.38,46.1549,26.8477,323.36,51,204.83,76.71,64.5,188.4095,76.08,72.5,167.72,266.33,267.21,125.48,149.01,13.56,,211.393,363.74,37.2619,15563.11
