,AAPL US Equity,MSFT US Equity,NVDA US Equity,AVGO US Equity,AMZN US Equity,META US Equity,TSLA US Equity,GOOGL US Equity,GOOG US Equity,COST US Equity,NFLX US Equity,AMD US Equity,ADBE US Equity,PEP US Equity,LIN US Equity,QCOM US Equity,TMUS US Equity,CSCO US Equity,TXN US Equity,AMAT US Equity,INTU US Equity,AMGN US Equity,CMCSA US Equity,INTC US Equity,ISRG US Equity,HON US Equity,BKNG US Equity,MU US Equity,VRTX US Equity,LRCX US Equity,ADI US Equity,REGN US Equity,KLAC US Equity,PANW US Equity,ADP US Equity,GILD US Equity,MDLZ US Equity,PDD US Equity,SNPS US Equity,ASML US Equity,SBUX US Equity,MELI US Equity,CRWD US Equity,CTAS US Equity,CDNS US Equity,NXPI US Equity,MAR US Equity,CSX US Equity,ABNB US Equity,PYPL US Equity,ROP US Equity,ORLY US Equity,MRVL US Equity,CEG US Equity,PCAR US Equity,MNST US Equity,ADSK US Equity,CPRT US Equity,AEP US Equity,MCHP US Equity,WDAY US Equity,ROST US Equity,MRNA US Equity,CHTR US Equity,AZN US Equity,KDP US Equity,PAYX US Equity,FTNT US Equity,DXCM US Equity,TTD US Equity,ODFL US Equity,KHC US Equity,VRSK US Equity,FAST US Equity,EA US Equity,IDXX US Equity,DASH US Equity,CTSH US Equity,FANG US Equity,GEHC US Equity,DDOG US Equity,EXC US Equity,BKR US Equity,LULU US Equity,CCEP US Equity,BIIB US Equity,ON US Equity,GFS US Equity,CDW US Equity,XEL US Equity,CSGP US Equity,ZS US Equity,TEAM US Equity,ANSS US Equity,TTWO US Equity,DLTR US Equity,WBD US Equity,ARM US Equity,ILMN US Equity,MDB US Equity,WBA US Equity,IXIC Index
2024-04-23,168.555,413.9766,82.5074,130.491,179.54,496.63,144.68,158.26,159.92,748.217,577.75,152.27,472.9,179.734,456.0141,168.4451,164.6079,51.5223,174.4378,196.3423,639.546,289.419,42.7795,36.0173,377.08,203.5819,3542.881,114.072,404.91,907.0179,196.2921,907.32,661.9612,293.49,256.2308,71.7032,73.7367,128.02,527.5,914.7251,91.2734,1395,299.65,678.192,281.76,233.6186,243.7481,35.5486,160.95,64.43,546.081,1092.35,64.4877,191.5268,123.2355,53.73,217.93,54.31,91.637,89.1346,256.82,135.8387,107.89,266.31,73.9343,33.3567,127.833,64.8,134,81.07,220.9949,41.0922,224.7673,71.0053,128.4851,493.8,129.36,69.8044,227.7496,86.4084,126.44,39.9631,34.5219,364.68,73.0064,193.18,61.68,46.35,245.4497,58.5279,84.62,176.92,199.44,325.97,141.72,122.56,8.44,96.04,120.954,366.31,20.0523,20981.12
2024-04-24,170.696,415.49,79.7586,131.288,176.59,494.027,162.13,159.13,161.1,749.47,555.12,151.74,477.12,186.231,455.2559,170.8253,165.5456,51.5543,184.284,199.2075,644.219,288.858,42.6205,36.2485,375.01,202.16,3526.37,113.3823,400.76,904.432,203.0822,906.54,670.4679,293.82,255.992,71.7567,74.3204,127.55,527.52,905.3401,92.1875,1370,297.62,675.953,277.66,243.3834,248.1921,34.4735,162.84,64.84,544.452,1092.7,65.4874,189.4004,123.6922,54.33,215,54.93,92.5046,93.778,255.74,135.3488,108.85,264.7,74.2996,33.9658,128.779,65.45,137.87,83.79,196.5855,41.6319,224.7673,71.6574,129.4957,494.26,126.76,69.5469,228.7191,86.8893,127.07,40.1865,34.1767,364.59,73.5662,201.99,65.53,47.31,245.6743,58.5914,91.95,177.46,199.01,328.57,142.83,122.39,8.38,99.88,119.409,369.29,19.7857,21047.91
2024-04-25,171.575,405.3125,82.7166,135.216,173.67,441.852,170.18,156,157.95,748.569,564.8,153.76,473.44,185.465,454.7538,170.4808,165.4146,51.2877,184.7478,200.6706,634.994,285.017,40.1402,36.8894,373.12,200.3231,3511.292,113.1794,397.7,921.3781,204.5705,890.68,687.226,288.79,255.7117,69.8205,73.7888,125.79,530.11,915.6788,91.2422,1363.83,298.02,677.093,277.08,246.5313,246.0362,34.8421,163.01,64.1,546.881,1054.13,68.1433,191.2826,122.4742,53.15,216.4,55.22,93.0294,95.3602,254.06,134.8793,106.18,259.1,78.2963,35.5412,128.2009,64.03,138.01,83.34,198.198,41.4161,225.3134,72.0806,128.6569,489.24,128.11,68.7641,230.7919,86.1178,125.25,40.0695,34.8358,360,74.9179,202.46,66.38,47.79,248.4608,58.2526,90.34,174.81,198.41,327.04,143.43,121.69,8.29,97.93,117.641,366.13,19.5524,20933.09
2024-04-26,170.979,412.707,87.8249,140.402,179.62,443.764,168.29,171.95,173.69,756.16,561.23,157.4,477.56,184.31,454.0878,172.9446,165.3238,51.0318,187.0987,206.645,645.294,285.652,40.8822,33.4957,375.33,200.7693,3529.939,116.4861,397.48,945.806,208.7355,883.2,721.2427,291.42,252.3173,69.981,73.5908,129.31,543.66,933.9944,91.6681,1406,304.07,678.091,282.41,251.3153,244.9176,34.8011,164.23,65.96,533.087,1043.93,70.3043,191.6489,121.7565,53.37,217.93,55.73,91.3157,96.7977,251.04,136.3695,107.97,254.61,78.4424,35.4152,126.0987,64.18,124.34,84.73,183.8466,41.1894,223.6448,72.1123,129.2532,499.3,132.11,68.9495,231.5274,86.4084,131.45,39.7077,34.3546,364.7,75.5093,208.9,68.06,48.39,247.2768,57.1407,92.65,177.05,179.45,333.75,144.47,121.74,8.11,101.95,118.836,383.8,19.6635,21278.98
2024-04-29,175.221,408.573,87.8469,139.833,180.96,433.082,194.05,166.15,167.9,753.204,559.49,160.2,473.07,184.898,456.0243,176.6403,165.6162,50.9465,189.0068,208.5552,647.159,292.423,41.179,32.9494,374.14,201.1015,3523.643,115.9993,396.2,949.3219,210.7301,892.48,729.0754,293.41,253.2308,70.5372,74.8623,126.82,544.76,924.644,91.7512,1438.36,304.04,677.684,282.49,255.9025,244.5617,34.7602,162.25,66.99,519.729,1037.04,69.4258,191.893,123.5835,54.13,216.78,55.71,92.8259,96.3634,248.77,133.7668,111.62,259.76,78.7659,35.3942,126.9816,64.3,125.81,84.5,185.6808,41.7183,224.3628,72.4402,129.2532,505.34,132.12,68.5272,229.41,89.1137,129.07,40.1333,34.7521,363.96,76.0532,215.5,70.82,48.8,251.033,57.6913,92.5,179.04,177.07,329.87,144.27,118.81,8.15,103.24,121.217,371.94,20.019,21356.34
2024-04-30,172.019,395.4499,86.4905,135.827,175,430.63,183.28,162.78,164.64,749.647,550.64,158.38,462.83,184.657,451.8132,173.143,165.5356,50.0935,185.9812,201.8391,634.214,289.842,40.3946,32.0143,370.62,200.0221,3460.715,114.5792,392.81,914.1622,207.3299,890.66,703.9127,290.89,251.0924,69.7456,74.977,125.18,530.59,886.7342,91.9174,1458.7,292.54,670.06,275.63,265.2841,240.1279,34.0128,158.57,67.92,517.584,1013.26,66.5578,189.1766,115.3946,53.45,212.85,54.31,92.1404,95.1224,244.73,132.2256,110.31,255.94,79.1833,35.3942,124.8795,63.18,127.39,82.85,183.1311,41.6751,220.4287,71.869,128.1617,492.76,129.26,67.6517,224.1389,76.3889,125.5,39.9844,34.1244,360.6,76.0585,214.82,70.16,48.88,246.8685,56.8971,91.53,172.94,172.3,324.88,142.81,118.25,7.36,101.21,119.584,365.18,19.6968,20945.58
2024-05-01,170.979,401.1481,83.1261,129.83,179,439.659,179.99,163.86,165.57,748.942,551.71,144.27,469.39,183.859,453.514,171.3265,166.8464,49.9442,184.6951,197.1043,623.651,293.471,40.49,31.9092,371.7,202.6893,3424.234,111.2725,402.14,887.2712,200.3848,903.48,680.1695,287.34,256.7394,70.0772,73.6742,124.49,522.18,866.7832,77.3232,1456.51,295.44,675.404,274.55,258.2842,237.8194,33.9923,156.16,66.14,520.923,1005.11,64.4473,187.7725,115.6447,53.54,210.71,54.44,94.411,91.8234,244.96,130.4599,111.46,259.7,79.7364,35.0161,125.5101,63.53,125.88,85.41,183.9172,39.1601,235.4469,72.1229,129.5361,468.04,127.46,67.3323,218.4332,78.4128,126.42,40.261,33.3607,354.4,75.6044,216.13,69.01,47.04,219.0542,56.9501,90.36,172.31,172.77,321.48,142.74,118.56,7.62,95.29,121.168,373.33,19.2635,20798.89
2024-05-02,174.746,404.0937,85.9049,129.382,184.72,442.152,180.01,166.62,168.46,759.54,565.15,146.16,476.57,184.174,429.9479,188.0196,166.2817,49.8909,185.3276,201.0872,622.475,294.55,40.6596,32.0563,377.65,200.9665,3481.648,113.9402,400.16,903.1953,203.0719,937.61,696.5191,295.32,251.2378,69.8847,73.4762,137.54,523.38,884.5084,77.8322,1505.99,303.54,674.08,276.44,263.2856,239.5482,34.3711,158.33,66.98,516.936,1006.23,67.3253,189.4207,115.7752,53.39,209.95,54.4,94.5181,92.5163,250.85,130.317,125.59,262,79.0998,35.2472,124.5011,65.2,126.65,88.12,184.8343,39.6351,236.4077,72.0277,129.8595,475.82,114.31,68.2594,220.2385,77.982,125.46,40.3142,33.4026,350.8,75.541,213.51,70.01,48.28,222.9329,56.9607,89.76,176.37,183.55,314.53,143.07,119.78,7.95,98,120.498,363.17,19.4746,21066.7
2024-05-03,185.199,413.0523,88.88,133.512,186.21,452.443,181.19,167.24,168.99,771.424,579.34,150.6,486.18,184.909,434.0259,187.5394,165.9691,50.2428,188.6062,207.3664,637.914,329.36,41.0094,32.466,381.36,203.2186,3586.381,116.3441,401.08,928.5941,206.3171,957,711.3676,296.21,251.0924,69.2963,72.8404,140.18,536.94,916.3709,75.9417,1630.56,310.21,686.04,281.63,267.0031,238.5618,34.6578,159.71,65.7,523.403,1012.95,69.1834,198.2518,113.9591,55,215.19,55.2,94.893,94.4812,255.78,133.5422,125,265.93,79.6738,35.5307,126.2354,58.88,128.37,88.59,186.5073,39.2357,240.0181,72.3873,130.9307,480.6,113.81,68.2388,224.5512,79.6252,124.27,39.8035,33.6118,355.15,75.8367,217.51,70.37,49.27,224.1067,57.4478,91.23,177.11,183.52,319.52,145.88,120.73,7.97,101.7,114.608,362.85,19.7857,21486.47
2024-05-06,183.512,420.0405,92.2344,136.876,188.7,466.177,184.76,168.1,169.83,784.439,596.97,155.78,493.59,184.562,437.1202,189.8465,163.7206,50.2321,191.5158,212.213,643.358,316.864,40.7974,32.6709,383.05,202.378,3607.464,121.852,402.5,944.9576,210.1307,958.64,733.6198,300.57,251.9748,70.1093,72.8821,138.64,545.54,931.9109,75.7236,1653.85,317.81,697.907,285.19,268.8462,240.8296,34.4837,162,65.61,521.713,1016.09,70.5063,201.1413,114.3506,54.22,216.7,55.74,95.1179,96.9632,249.91,135.2161,122.13,271.47,79.0581,35.2472,126.7924,58.81,129.65,91.36,181.5891,38.5773,244.5994,70.5996,131.9413,476.87,117.59,68.4139,227.549,79.9558,126.97,39.9525,33.6961,350.24,75.3615,221.42,69.67,49.73,226.4135,57.5643,91.3,178.14,181.77,321.59,148.34,120.18,7.96,106.98,115.629,365.67,19.1747,21730.83
2024-05-07,184.209,415.7744,90.6468,136.123,188.76,468.74,177.81,171.25,172.98,799.849,606,154.43,492.27,186.872,440.5834,188.0718,163.5391,50.4134,193.9404,210.6483,649.957,317.732,40.7974,32.365,388.65,204.298,3614.481,120.9188,410.24,935.115,210.389,969.97,729.535,305.52,254.4453,70.0237,73.8826,137.65,549.61,923.0687,75.3081,1688.69,312.55,705.113,284.04,267.8315,239.9855,34.7704,159.81,65.92,526.489,1020.71,69.3551,204.051,115.9275,54.67,214.62,55.93,96.2532,95.2051,249.43,134.2975,121.07,268,79.6425,35.5097,128.0117,59.43,130.1,89.64,186.2351,38.6528,249.7977,70.2505,131.6179,483.68,115.56,69.6911,226.9806,81.589,112.4,40.3355,33.8435,349.85,77.4103,218.92,70.79,53.26,225.2499,58.2632,92.46,176.89,184.12,325.04,148.33,121.67,7.77,107.8,109.642,355.31,19.2746,21730.16
2024-05-08,184.552,416.9933,90.5046,138.449,188,473.105,174.72,169.38,171.16,791.656,609.47,153.62,488.1,186.231,438.237,188.4894,164.1844,51.1811,195.2994,210.6889,641.117,325.149,41.391,31.6477,380.37,205.5434,3669.209,121.0303,418.82,933.449,211.7223,955.76,732.3637,303.01,252.1824,69.4461,73.4032,139.16,550.49,926.3718,76.3468,1716.78,313.76,702.833,282.57,269.4468,239.3347,35.0366,157.9,63.81,527.289,1020.34,68.7795,211.6205,116.4168,54.3,213.95,55.16,97.0136,95.1327,249.63,135.5019,121.89,272.78,80.3208,35.3942,127.3811,59.63,127.42,86.02,183.121,38.7392,247.3401,70.6419,126.565,487.07,113.02,69.7529,226.468,81.2684,117.28,40.2397,33.5908,345.61,77.6426,219.72,70.67,52.36,224.8824,58.1679,90.32,171,178.52,326.96,145.97,119.57,7.8,106.07,107.504,353.2,19.1413,21722.43
2024-05-09,186.4,418.8013,88.8379,136.391,189.5,475.928,171.97,169.96,171.58,807.865,612.09,152.39,482.65,186.914,440.44,188.4789,166.0498,50.9572,196.7539,209.6424,635.471,331.021,40.8504,31.7426,385.45,208.221,3789.541,119.4987,418.99,927.5822,211.6499,968,725.7462,295.67,254.4713,69.0824,73.1635,136.38,549.88,928.4756,78.6112,1695.4,317.94,708.645,285.28,270.0578,241.5617,35.3233,147.05,64.45,529.596,1030.72,68.3452,219.6682,118.4505,55.2,218.63,55.26,98.3524,94.6053,245.96,137.6555,122.69,263.93,80.9886,35.6988,128.5267,58.11,128.14,88.67,184.5924,38.5449,247.7548,71.5305,128.4649,500.82,116.17,68.8053,227.0252,82.8915,115.87,40.7824,34.5174,352.95,78.6115,222.75,71.26,51.6,227.5873,58.4961,91.34,171.96,179.85,327.25,145.68,120.15,8.04,103.59,108.214,354.69,19.1636,21758.64
2024-05-10,185.118,421.2593,89.9701,139.225,187.48,476.709,168.47,168.65,170.29,816.316,610.87,151.92,482.29,188.73,445.0814,190.0867,165.5658,51.2451,198.5907,213.097,640.996,328.154,41.6666,31.4894,386.7,210.5976,3815.325,122.9779,422.78,935.6362,214.1303,973.8,733.5075,297.47,256.2515,70.5586,74.2057,136.27,556.71,945.4995,79.0579,1693.97,320.76,712.737,287.48,271.0208,244.5312,35.2005,146.32,62.93,529.768,1019.33,69.143,218.6712,118.7332,55.46,217.77,54.74,99.0661,94.626,246.34,136.2368,117.31,275.55,80.5399,35.7408,129.8512,58.16,127.05,87.26,186.4871,39.117,251.1225,71.8055,128.4851,509.82,114.84,68.9907,225.3202,83.5629,118.97,40.4844,34.0541,352.96,78.8143,221.5,70.46,51.09,227.0668,58.7291,89.88,174.62,179.75,328.25,145.88,121.04,8.15,108.84,107.417,353.47,19.0969,21818.93
2024-05-13,188.384,420.2233,90.4916,139.717,186.57,468.51,171.89,169.14,170.9,803.831,616.59,150.56,483.11,189.895,445.481,192.3103,164.7087,51.9062,199.4082,209.9472,635.805,326.355,42.0799,32.1857,380.88,211.5109,3754.422,124.7631,429.93,923.7494,215.3602,976.96,729.3001,302.25,257.2273,72.2488,74.7894,140.52,557.39,932.2361,79.1306,1677.34,319.18,702.396,284.46,273.2989,241.5211,35.3438,149.13,63.95,528.007,1012.75,69.6984,217.3078,116.1993,54.72,216.65,54.59,98.9688,95.7015,247.08,136.3593,125.67,274.65,80.8008,35.8353,132.2035,59.63,124.95,87.53,183.4435,39.3868,249.1302,71.2555,127.9192,503.02,116.51,69.9074,223.7377,81.1882,118.26,40.9788,34.1278,347.16,79.4868,225.34,72.33,52.63,226.6483,59.1209,88.58,175,182.83,328.2,143.95,120.2,8.38,117.23,109.594,359.24,20.1301,21863.9
2024-05-14,189.547,423.1079,91.4496,144.158,187.07,472.354,177.55,170.34,171.93,806.682,613.66,153.16,475.95,188.814,442.7453,197.2796,163.7609,52.1941,202.9224,213.1884,644.148,329.487,42.0799,32.7553,384.19,210.8986,3782.342,126.599,428.59,932.6926,219.0394,984.64,746.8854,301.54,254.8398,72.3664,74.9665,138.69,559.63,929.99,78.5593,1683.91,329.55,701.317,283.33,277.1613,239.8635,34.7397,146.7,64.58,527.066,1006.77,68.6886,221.5301,117.9067,54.48,215.83,54.4,98.1793,97.0666,246.88,135.604,128.32,278.13,80.3938,35.8878,131.0803,60.2,125.97,86.18,183.3629,39.063,249.7269,71.1179,127.9293,521.11,114.68,69.8147,222.9019,80.6772,116.75,41.269,34.3594,352.35,79.8605,226.88,72.99,54.39,226.1685,58.835,87.78,176.82,184.08,325.86,144.96,118.88,8.56,116.65,112.325,359.27,20.3856,22014.4
2024-05-15,191.863,430.4922,94.7269,150.023,185.99,482.054,173.99,172.51,173.88,816.161,613.52,159.67,485.35,188.383,441.4236,203.1676,164.0332,52.9618,207.5939,220.9816,664.129,337.56,41.603,32.9874,399.39,212.8186,3802.072,129.642,437.49,968.6802,222.977,978.21,777.378,312.32,256.0024,71.6818,74.3412,141.3,580.2,952.746,78.632,1718.5,343.12,706.11,293.1,281.6553,239.9957,34.6476,145.8,63.9,537.803,1010.38,70.8395,227.197,117.8631,54.24,220.24,55.31,99.4554,98.6178,251.31,135.7469,129.06,271.77,80.3208,35.5097,131.7796,60.73,129.71,90.25,185.3583,38.696,250.6472,70.8535,128.9702,548.53,116.28,70.9271,221.4275,82.0699,118.47,41.6236,34.6753,346.85,80.2021,235.32,74.74,54.47,228.0671,59.0785,88.48,181.13,184.21,329.88,148.08,118.8,8.2,113.67,111.771,376.49,19.8745,22346.88
2024-05-16,191.984,428.3656,94.4557,147.512,183.63,473.736,174.84,174.18,175.43,822.414,610.52,162.62,482.88,192.215,440.2658,201.7687,164.9407,51.5436,206.9993,217.466,662.345,335.37,41.7302,33.7891,396.43,215.5585,3744.407,129.7232,440.64,963.7231,221.2924,967.98,766.9,316.78,259.5733,72.5911,74.9561,143.38,569.27,934.5737,78.7878,1739.15,339.06,705.07,288.93,279.1805,243.0058,34.7397,147.19,64.1,545.251,1005.98,73.7983,220.1057,115.5185,54.09,220.43,54.58,100.0718,97.4596,256.57,137.1145,132.68,277.54,80.3938,35.8563,132.6485,61.24,131.91,93.19,183.5947,38.9335,254.3284,70.6737,130.5265,540.94,116.16,72.4412,219.0077,81.4688,120.61,41.5054,34.7701,338.28,79.9779,230.04,73,54.18,228.7815,59.1421,88.13,179.31,182.21,327.53,146.08,121.3,8.23,114.27,111.236,369.94,20.3745,22304.45
2024-05-17,192.015,427.5719,92.5737,145.753,184.7,472.414,177.46,176.06,177.29,825.255,621.1,164.47,483.43,191.249,443.1654,202.3847,165.3641,51.3624,207.0524,215.4847,670.262,332.972,41.6242,33.5782,398.82,214.8804,3717.68,127.0859,445.21,932.2122,221.2511,982.29,765.0582,317.85,261.9296,72.4413,74.237,146.19,566.73,940.0925,81.4776,1749.17,345.93,705.845,288.81,277.2234,241.755,34.3199,145.66,64.48,548.378,1012.06,72.6269,216.8195,115.5948,54.11,221.21,54.5,100.2124,97.5526,257.93,135.063,132.9,273.02,80.2477,35.4467,133.1359,61.43,131.36,94.78,184.5017,38.8579,254.47,70.2611,129.1016,543.45,117.43,71.1331,222.4742,82.0198,120.07,41.4624,35.2334,334.95,79.5402,230.57,73.17,53.95,228.2712,58.7926,87.5,178.86,179.72,327.71,147.84,117.31,8.05,110.35,107.942,370.82,20.1967,22290.58
2024-05-20,193.198,432.7918,94.8771,147.71,183.54,469.341,174.95,176.92,178.46,822.341,640.82,166.33,484.69,189.275,443.2576,206.4562,165.2633,50.2535,211.4903,223.4811,679.355,335.178,41.5606,33.863,400.03,213.472,3778.102,130.8491,445.87,962.8441,224.765,987.27,790.762,323.77,261.3587,72.6339,73.2365,146.77,574.38,954.7991,81.1531,1787.73,348.75,711.27,292.47,283.2811,244.399,34.2073,146.37,64.77,552.912,995.33,75.202,218.8136,114.9623,53.58,221.4,54.92,100.1258,99.7554,259.5,134.2363,141.01,274.84,80.4669,35.3732,133.0511,62.34,130.69,97.5,180.3696,38.6204,255.2689,70.515,129.6574,530.07,113.96,71.9814,222.6543,81.9096,121.29,41.3335,34.8649,327.07,78.9424,231.58,74.28,54,232.9665,59.375,87.52,180.6,179.84,328.59,150.9,113.48,8.09,110.46,105.473,368.01,20.0745,22444.71
2024-05-21,194.523,436.5566,95.4837,146.161,183.15,465.126,186.6,177.85,179.54,830.565,650.61,164.66,481.85,190.084,445.7474,209.682,165.7271,50.0509,211.2886,223.3286,676.993,335.508,41.5606,33.4832,402.11,212.314,3831.957,129.3276,442,985.2891,223.8969,993.95,782.924,311.66,261.7324,71.9813,73.6429,145.45,571.53,940.3974,81.3415,1772.07,349.32,713.809,290.1,284.1613,242.3143,33.8592,144.1,64.1,547.882,995.59,74.0205,226.4645,115.1586,53.38,220.28,54.93,100.1583,99.5196,258.86,135.0324,143.69,275.11,82.627,35.6673,133.4008,61.31,130.84,95.65,176.8322,38.7716,254.3486,70.1447,130.2132,518.44,112.82,71.1642,221.2249,82.1,122.33,41.398,34.7701,322.98,79.0064,227.69,72.82,54.84,235.1508,60.0845,86.85,176.98,178.05,326.79,151.42,114.7,7.89,114.77,104.579,365.26,18.7903,22492.71
2024-05-22,193.056,438.0626,95.0473,145.434,183.13,468.28,180.11,176.38,178,831.529,640.47,165.52,483.93,191.144,445.4913,211.8535,166.8766,50.5733,215.0364,222.0586,679.477,329.711,41.2214,33.1456,400.9,211.5732,3834.724,128.0901,447.53,987.0982,248.2047,983.8,789.6467,308.58,263.6839,72.5269,73.1843,147.09,573.13,937.4093,84.4813,1736.78,345.42,715.686,292.84,288.7278,240.1584,34.8216,142.71,62.19,554.005,991.44,74.4042,223.9413,118.1357,53.1,219.96,53.95,98.9255,103.3745,259.88,134.2261,163.33,271.09,82.2304,35.9928,134.5451,61.57,130.53,95.32,173.839,39.2681,256.5129,70.515,136.5698,517.94,111.63,71.4331,216.4754,80.7774,122.75,40.7316,33.7908,299.63,78.1951,225.21,76.29,55.21,241.1627,58.7926,87.19,174.16,174.8,326.36,150.61,113.77,8.06,112.43,104.365,361.28,18.5537,22482.91
2024-05-23,188.991,434.4809,103.9053,145.544,181.05,466.278,173.74,173.55,175.06,825.805,635.67,160.43,483.31,188.184,442.94,210.6321,166.3422,49.6883,209.4624,221.855,671.357,326.61,40.9988,31.732,398.39,208.0157,3762.122,128.08,450.8,979.2894,242.4171,980.57,782.8831,311.44,261.0577,70.7832,71.7565,153.63,586.3,949.5242,81.9538,1707.4,342.35,709.853,294.69,282.4009,236.6296,34.2995,141.04,61.58,551.141,975.87,75.7574,225.0096,118.7246,52.64,215.16,53.52,96.5464,101.9718,260.9,134.5833,164.01,268.41,81.5834,35.6883,133.1465,60.93,125.6,92.51,172.9118,38.642,252.0731,69.6052,135.8219,516.1,110.39,70.8331,216.0477,79.4849,122.12,39.7966,33.496,299.735,77.8589,218.06,71.65,50.49,236.9982,57.236,85.69,171.91,174.18,328.18,152.33,114.6,7.7,112.53,102.869,355.18,17.9679,22384.99
2024-05-24,192.126,437.6962,106.5781,147.064,180.75,478.731,179.24,174.99,176.33,839.69,646.75,166.36,475.43,186.84,446.2905,219.6102,167.3808,49.4964,211.4691,224.8477,615.328,325.907,40.8504,32.4072,404.85,208.3287,3804.899,131.3461,456.95,992.0042,240.2985,985.02,797.1675,321.6,258.3691,70.2591,71.1833,157.57,587.4,971.8534,82.5451,1693.57,351.47,696.33,294.28,287.0089,241.2488,34.5861,144.47,61.64,551.181,986.96,77.4337,234.6444,119.3353,52.7,214.89,54.02,96.2112,102.0653,220.91,145.0654,166.61,271.46,81.9591,35.9088,131.6313,61.35,127.37,94.75,174.4134,38.696,254.4295,69.838,136.4889,516.5,112.83,70.6779,217.736,80.0059,123.6,39.4312,34.0857,303.005,78.0137,217.81,72.56,50.75,236.4763,56.8865,85.93,171.64,168.86,331.11,154.6,115.37,7.725,114.64,103.481,349.74,18.0581,22607.31
2024-05-27,192.126,437.6962,106.5781,147.064,180.75,478.731,179.24,174.99,176.33,839.69,646.75,166.36,475.43,186.84,446.2905,219.6102,167.3808,49.4964,211.4691,224.8477,615.328,325.907,40.8504,32.4072,404.85,208.3287,3804.899,131.3461,456.95,992.0042,240.2985,985.02,797.1675,321.6,258.3691,70.2591,71.1833,157.57,587.4,971.8534,82.5451,1693.57,351.47,696.33,294.28,287.0089,241.2488,34.5861,144.47,61.64,551.181,986.96,77.4337,234.6444,119.3353,52.7,214.89,54.02,96.2112,102.0653,220.91,145.0654,166.61,271.46,81.9591,35.9088,131.6313,61.35,127.37,94.75,174.4134,38.696,254.4295,69.838,136.4889,516.5,112.83,70.6779,217.736,80.0059,123.6,39.4312,34.0857,303.005,78.0137,217.81,72.56,50.75,236.4763,56.8865,85.93,171.64,168.86,331.11,154.6,115.37,7.725,114.64,103.481,349.74,18.0581,22607.31
2024-05-28,192.136,437.8591,114.0177,147.545,182.15,480.433,176.75,176.4,178.02,843.257,649,171.61,478.43,182.001,440.5014,222.4498,168.7017,49.3471,211.915,225.2854,608.262,319.886,40.8504,32.7659,401.03,207.7966,3799.656,134.5717,446.88,992.7094,241.2596,973.16,804.4121,308.01,252.5561,68.3978,70.4225,149.72,587.94,1008.0659,81.0903,1708,346.82,683.603,296.21,289.5562,238.7506,34.279,147.01,62.17,539.402,957.51,79.0999,235.2956,117.7213,51.65,210.45,52.73,95.8327,102.6783,215.44,140.4827,153.2,271.42,79.9555,35.4047,127.4354,59.45,127.38,95.09,174.6654,37.8325,251.6888,68.5051,133.4471,505.4,112.44,69.1675,222.5755,78.9038,122.11,39.528,34.1278,295.25,77.1917,218.73,73.65,50.02,230.4789,56.9077,83.26,164.16,164.82,328.08,156.79,113.02,7.87,124.94,102.072,335.86,17.3258,22680.74
2024-05-29,192.44,436.6889,114.9426,145.27,182.02,474.867,176.19,175.9,177.4,836.361,654.62,165.14,477.6,179.66,436.6694,217.4179,170.2847,49.1339,206.9356,222.9747,606.498,315.816,40.2144,31.7848,398.4,205.5954,3743.685,133.4661,441.13,974.2914,235.7924,966.49,790.3118,306.9,249.224,67.9271,69.7555,151.27,580.21,973.5406,80.4624,1709.86,349.52,676.658,291.7,283.5503,232.9587,34.0332,146.61,61.05,537.297,957.9,76.5248,224.9409,114.766,52.13,208.51,52.14,94.5891,99.291,211.58,141.9728,147.92,271.35,79.392,35.3522,125.8248,59.73,127.64,95.45,172.6396,37.4115,249.7168,68.1772,133.5582,498.35,111.74,68.402,219.4917,78.6032,121.68,38.8831,33.6223,298.54,76.2416,214.41,71.01,48.65,225.8837,56.4418,80.13,164.37,165.76,322.44,159.68,113.83,7.66,120.65,98.894,333.99,16.7738,22521.51
2024-05-30,193.451,421.9349,110.6132,142.492,179.32,467.549,178.79,172.11,173.56,845.508,647.66,166.75,445.87,178.957,440.6961,214.6931,172.1199,49.1765,207.7531,220.4197,570.703,320.749,41.2002,31.8481,403.39,209.6015,3764.067,128.1003,443.05,971.6953,237.7044,969.91,788.03,293.18,250.0752,68.5475,70.756,152.03,564.73,981.9153,82.43,1699.95,315.92,682.481,288.25,281.0651,233.4686,34.0947,145.52,62.51,532.885,963.64,77.6054,229.2412,115.3222,51.24,199.93,52.53,95.3353,100.0911,207.44,142.7281,151.49,276.11,80.1121,35.6042,125.4646,58,118.4,93.71,174.3933,37.4007,252.1945,68.6109,132.8093,499.77,110.54,67.0158,222.1028,78.7234,117.45,39.4742,34.2015,302.9,77.0209,220.07,72.11,49.23,228.0636,57.5219,79.05,156.65,160.39,319.91,159.78,114.79,8.08,120.73,98.204,310,17.3371,22284.91
